الآداب  واللغات والمراحل التحضيرية الأدبية
الآداب  واللغات والمراحل التحضيرية الأدبية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
0,0,0,رياضة,,
96.5177,89.1117,87.4888,آداب,"جامعة قفصةالمعهد العالي للدراسات التطبيقية في الانسانياتبقفصة",الإجازة  في العربية60101
0,0,0,رياضيات,,
119.3406,109.7143,100.1072,علوم تجريبية,,
75.4298,85.8718,87.0865,إقتصاد وتصرف,,
82.9666,80.6766,0,علوم الإعلامية,,
74.0585,76.6386,73.4884,آداب,"جامعة قفصةالمعهد العالي للدراسات التطبيقية في الانسانياتبقفصة",الإجازة  في الإنقليزية60102
0,0,135.47,رياضيات,,
141.2079,124.29,124.8567,علوم تجريبية,,
79.6548,82.0247,84.8,إقتصاد وتصرف,,
111.3173,0,121.865,العلوم التقنية,,
102.811,0,0,علوم الإعلامية,,
159.51,165.3525,0,رياضة,,
الآداب  واللغات والمراحل التحضيرية الأدبية
الآداب  واللغات والمراحل التحضيرية الأدبية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
79.132,69.9468,73.5515,آداب,"جامعة قفصةالمعهد العالي للدراسات التطبيقية في الانسانياتبقفصة",الإجازة  في الفرنسية60103
0,0,0,رياضيات,,
124.12,107.9951,103.7596,علوم تجريبية,,
98.1316,94.2835,0,إقتصاد وتصرف,,
0,88.3766,0,العلوم التقنية,,
0,0,0,علوم الإعلامية,,
0,0,0,رياضة,,
71.5834,84.3766,78.0918,آداب,"جامعة قفصةالمعهد العالي للدراسات التطبيقية في الإنسانياتبتوزر",الإجازة  في الفرنسية63103
0,0,0,رياضيات,,
119.4067,125.385,108.0487,علوم تجريبية,,
90.8181,88.745,70.0583,إقتصاد وتصرف,,
0,0,0,العلوم التقنية,,
0,0,0,علوم الإعلامية,,
123.27,0,0,رياضة,,
90.383,84.5799,87.585,آداب,"جامعة القيروانكلية الآداب  والعلوم الإنسانية  بالقيروان",الإجازة  في العربية70101
0,0,0,رياضيات,,
105.16,89.5538,111.0446,علوم تجريبية,,
84.1565,75.1135,78.5799,إقتصاد وتصرف,,
79.4233,0,0,علوم الإعلامية,,
70.1802,71.7801,70.9115,آداب,"جامعة القيروانكلية الآداب  والعلوم الإنسانية  بالقيروان",الإجازة  في الإنقليزية70102
0,0,110.0552,رياضيات,,
130.03,120.3483,135.7616,علوم تجريبية,,
66.2617,75.6081,79.096,إقتصاد وتصرف,,
102.105,106.2917,122.2636,العلوم التقنية,,
87.3734,88.9616,0,علوم الإعلامية,,
107.8936,148.2218,107.7383,رياضة,,
الآداب  واللغات والمراحل التحضيرية الأدبية
الآداب  واللغات والمراحل التحضيرية الأدبية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
69.7302,76.098,75.0718,آداب,"جامعة القيروانكلية الآداب  والعلوم الإنسانية  بالقيروان",الإجازة  في الفرنسية70103
0,0,0,رياضيات,,
124.8797,110.7319,120.2199,علوم تجريبية,,
68.4969,95.235,74.8916,إقتصاد وتصرف,,
77.2386,86.7184,105.1469,العلوم التقنية,,
131.3051,0,0,علوم الإعلامية,,
0,0,0,رياضة,,
70.0974,73.6203,72.8028,آداب,"جامعة القيروانكلية الآداب  والعلوم الإنسانية  بالقيروان",الإجازة  في الترجمة70147
0,105.2442,107.2598,رياضيات,,
122.9317,119.9433,116.4724,علوم تجريبية,,
75.3922,88.2875,79.9131,إقتصاد وتصرف,,
86.5377,102.2754,101.0274,العلوم التقنية,,
101.686,102.5567,0,علوم الإعلامية,,
110.9465,0,0,رياضة,,
72.11,74.1383,89.7735,آداب,"جامعة القيروانالمعهد العالي للدراسات التطبيقية في الانسانياتبسبيطلة",الإجازة  في الإنقليزية73102
0,108.5665,106.9785,رياضيات,,
138.5436,134.3225,133.3167,علوم تجريبية,,
72.3464,80.6201,77.5536,إقتصاد وتصرف,,
106.7915,109.16,102.0067,العلوم التقنية,,
102.025,119.9,86.8234,علوم الإعلامية,,
130.4544,0,0,رياضة,,
79.8418,85.165,77.0099,آداب,"جامعة جندوبةالمعهد العالي للعلوم الإنسانية  بجندوبة",الإجازة  في الإنقليزية80102
121.7446,114.4224,122.9588,رياضيات,,
120.0861,126.2172,155.6048,علوم تجريبية,,
79.4064,74.0401,66.7368,إقتصاد وتصرف,,
118.2083,109.6535,106.4768,العلوم التقنية,,
94.67,134.8949,0,علوم الإعلامية,,
187.4319,0,0,رياضة,,
الآداب  واللغات والمراحل التحضيرية الأدبية
الآداب  واللغات والمراحل التحضيرية الأدبية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
67.535,67.0215,73.4876,آداب,"جامعة جندوبةالمعهد العالي للعلوم الإنسانية  بجندوبة",الإجازة  في الفرنسية80103
0,0,0,رياضيات,,
118.8396,116.9992,122.2366,علوم تجريبية,,
78.1099,77.54,83.733,إقتصاد وتصرف,,
92.555,98.2688,85.2167,العلوم التقنية,,
75.1515,0,0,علوم الإعلامية,,
0,0,0,رياضة,,
80.2148,86.6592,84.2553,آداب,"جامعة جندوبةالمعهد العالي للدراسات التطبيقية في الإنسانياتبالكاف",الإجازة  في الإنقليزية82102
0,116.2752,98.5115,رياضيات,,
131.3479,158.0337,121.4129,علوم تجريبية,,
83.9715,83.7826,75.922,إقتصاد وتصرف,,
117.3932,111.8553,98.6316,العلوم التقنية,,
111.1,114.525,121.865,علوم الإعلامية,,
0,0,0,رياضة,,
78.6093,72.4417,72.585,آداب,"جامعة جندوبةالمعهد العالي للدراسات التطبيقية في الإنسانياتبالكاف",الإجازة  في الفرنسية82103
0,0,0,رياضيات,,
110.4831,121.1291,114.3028,علوم تجريبية,,
68.2501,85.5348,78.3982,إقتصاد وتصرف,,
98.0904,0,113.8367,العلوم التقنية,,
79.6551,0,97.0466,علوم الإعلامية,,
90.235,0,0,رياضة,,
80.09,77.4637,74.5668,آداب,"جامعة جندوبةالمعهد العالي للغات التطبيقية و الاعلامية   بباجة",الإجازة  في الإنقليزية84102
0,0,108.0968,رياضيات,,
107.6476,153.4808,135.339,علوم تجريبية,,
81.4449,79.7636,78.0199,إقتصاد وتصرف,,
106.5816,120.2715,127.421,العلوم التقنية,,
112.57,118.2618,123.1925,علوم الإعلامية,,
118.05,133.1294,0,رياضة,,
العلوم الإنسانية  والإجتماعية  والدينية والتربية
العلوم الإنسانية  والإجتماعية  والدينية والتربية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
102.3225,104.0199,103.2372,آداب,"جامعة تونس المنارالمعهد العالي للعلوم الإنسانية  بتونس",الإجازة  في الأنتروبولوجيا10118
106.3135,94.8092,153.4594,رياضيات,,
98.0941,129.775,130.3688,علوم تجريبية,,
85.8623,83.7989,75.724,إقتصاد وتصرف,,
83.8734,131.5351,111.7508,العلوم التقنية,,
104.0807,135.7937,112.227,علوم الإعلامية,,
146.325,116.6728,174.8755,رياضة,,
109.8569,109.6857,109.5627,آداب,"جامعة تونسكلية العلوم الإنسانية  والإجتماعية  بتونس",الإجازة  في عـلــم الاجتماع10120
107.4029,121.3701,128.3947,رياضيات,,
98.9185,117.2453,121.665,علوم تجريبية,,
86.0208,83.1356,89.5082,إقتصاد وتصرف,,
125.6501,121.72,131.5244,العلوم التقنية,,
0,113.5377,105.6625,علوم الإعلامية,,
123.985,131.195,130.475,آداب,"جامعة تونسكلية العلوم الإنسانية  والإجتماعية  بتونس",الإجازة   في علم النـفـــس10121
159.315,152.645,150.845,رياضيات,,
127.165,123.795,127.5,علوم تجريبية,,
122.28,142.305,130.81,إقتصاد وتصرف,,
126.165,138.42,139.025,العلوم التقنية,,
130.54,108.49,151.995,علوم الإعلامية,,
187.575,174.87,172.835,رياضة,,
95.3584,102.7735,98.6599,آداب,"جامعة تونسكلية العلوم الإنسانية  والإجتماعية  بتونس",الإجازة  في الفـلســفــة10122
0,0,134.18,رياضيات,,
94.6684,113.0509,94.415,علوم تجريبية,,
81.4523,116.6675,92.9472,إقتصاد وتصرف,,
88.1395,106.8016,101.8052,العلوم التقنية,,
127.5708,0,120.14,علوم الإعلامية,,
114.95,114.4633,101.93,رياضة,,
العلوم الإنسانية  والإجتماعية  والدينية والتربية
العلوم الإنسانية  والإجتماعية  والدينية والتربية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
88.17,86.5966,85.2935,آداب,"جامعة تونسكلية العلوم الإنسانية  والإجتماعية  بتونس",الإجازة  في التاريخ10123
0,0,0,رياضيات,,
110.0656,106.7771,86.1208,علوم تجريبية,,
78.9466,80.8632,92.7851,إقتصاد وتصرف,,
105.19,111.775,103.23,العلوم التقنية,,
112.4891,0,0,علوم الإعلامية,,
0,0,0,رياضة,,
91.9367,86.0686,88.6199,آداب,"جامعة تونسكلية العلوم الإنسانية  والإجتماعية  بتونس",الإجازة  في الجغرافيا10124
0,0,0,رياضيات,,
103.7686,102.4134,123.1035,علوم تجريبية,,
79.5224,78.1467,80.1664,إقتصاد وتصرف,,
88.6565,92.29,77.9401,العلوم التقنية,,
0,0,0,علوم الإعلامية,,
101.2809,100.6115,95.7501,آداب,"جامعة الزيتونةالمعهد العالي للحضارة الإسلامية   بتونس",الإجازة  في العلوم الإسلامية10138
124.8048,115.0678,113.832,رياضيات,,
132.1878,107.2532,145.0064,علوم تجريبية,,
102.3783,106.3366,84.8278,إقتصاد وتصرف,,
117.7803,108.3786,124.06,العلوم التقنية,,
96.12,113.7678,102.037,علوم الإعلامية,,
102.94,0,0,رياضة,,
95.3915,96.5452,91.8935,آداب,"جامعة الزيتونةالمعهد العالي لأصول  الدين بتونس",الإجازة  في العلوم الشرعية10139
0,114.535,107.425,رياضيات,,
118.58,147.185,107.5169,علوم تجريبية,,
94.5336,104.215,96.81,إقتصاد وتصرف,,
105.4318,111.435,97.6882,العلوم التقنية,,
101.165,98.2669,96.8166,علوم الإعلامية,,
151.015,95.5015,89.995,رياضة,,
0,102.3751,100.775,رياضيات,"جامعة منوبةكلية الآداب  والفنون والإنسانيات  بمنوبة",الإجازة  في الجيوماتيك والبيئة والتهيئة10158
77.4917,88.4133,78.6833,علوم تجريبية,,
76.4053,82.7852,77.7951,العلوم التقنية,,
101.965,97.575,94.1999,علوم الإعلامية,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة,
138.2083,147.29,141.1567,آداب,جامعة منوبة,الاجازة  في الجيوبوليتيك و العلاقات  الدولية,10160
"",,,,كلية الآداب  والفنون والإنسانيات  بمنوبة,,
127.31,117.475,118.64,رياضيات,,,
120.055,122.325,121.31,علوم تجريبية,,,
93.1552,98.8233,78.8162,إقتصاد وتصرف,,,
109.3265,117.465,169.03,العلوم التقنية,,,
126.7,114.3783,117.31,علوم الإعلامية,,,
76.3899,77.3135,82.7556,آداب,جامعة تونس,الإجازة  في المحافظة على الممتلكات الثقافية و,10162
"",,,,المعهد العالى لمهن التراث بتونس,ترميمها,
0,0,0,رياضيات,,,
85.7249,120.2144,114.5455,علوم تجريبية,,,
77.1329,79.0802,73.2935,إقتصاد وتصرف,,,
192.2844,0,105.1668,العلوم التقنية,,,
88.5711,0,0,علوم الإعلامية,,,
104.7368,0,0,رياضة,,,
0,104.1999,81.1899,رياضيات,جامعة تونس,الاجازة  في الجيوماتيك والتهيئة,10164
"",,,,كلية العلوم الإنسانية  والإجتماعية  بتونس,,
89.0233,90.6852,87.2815,علوم تجريبية,,,
72.3251,75.045,74.9282,العلوم التقنية,,,
78.2282,83.9816,98.195,علوم الإعلامية,,,
92.5406,80.5408,96.4951,آداب,جامعة تونس المنار,الإجازة  في  الآثار,10167
"",,,,المعهد العالي للعلوم الإنسانية  بتونس,,
0,0,0,رياضيات,,,
114.2902,91.2265,134.1513,علوم تجريبية,,,
90.8363,82.3218,78.6668,إقتصاد وتصرف,,,
0,110.1298,97.1988,العلوم التقنية,,,
104.0361,89.0707,91.5332,علوم الإعلامية,,,
96.0967,0,0,رياضة,,,
96.0482,92.5668,90.7248,آداب,جامعة الزيتونة,الإجازة  في فنون التراث الإسلامي,10260
"",,,,المعهد العالي لأصول  الدين بتونس,,
0,0,0,رياضيات,,,
107.485,101.23,88.3918,علوم تجريبية,,,
80.0251,82.5882,75.8532,إقتصاد وتصرف,,,
93.185,98.0102,0,العلوم التقنية,,,
101.1816,85.4498,0,علوم الإعلامية,,,
العلوم الإنسانية  والإجتماعية  والدينية والتربية
العلوم الإنسانية  والإجتماعية  والدينية والتربية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
111.245,109.835,105.05,آداب,"جامعة  قرطاجالمعهد الوطني للشغل والدراسات الإجتماعية  بتونس",الإجازة  في الخدمة الاجتماعية10355
96.1549,105.62,102.49,إقتصاد وتصرف,,
108.36,108.8533,104.2095,آداب,"وجامعة منوبةالمعهد العالي للتوثيق بتونس","الإجازة  في التصرف الإلكتروني  في المعلومات10362الوثائق"
0,0,106.3902,رياضيات,,
