عدد;الرمز;اسم الشهادة بالعربية;المجال;nom certificat en français;مدة الدراسة;التخصصات;نوع البكالوريا;التنفيل الجغرافي;تتطلب اختبارات;لها شروط خاصة;المؤسسة;الجامعة;الولاية;صيغة مجموع النقاط;تفسير صيغة مجموع النقاط;الآفاق الجامعية;الآفاق المهنية;score2019;score2020;score2021;score2022;score2023;score2024;score2025
288;12104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة+تواصل الثقافات والسياحة;رياضيات;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات بتونس;جامعة قرطاج;تونس;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;117.92;111.9;114.68;137.69;0;145.87;0
289;12104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة+تواصل الثقافات والسياحة;علوم تجريبية;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات بتونس;جامعة قرطاج;تونس;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;122.93;131.64;137.27;124.88;135.91;126.58;124.25
290;12104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة+تواصل الثقافات والسياحة;اقتصاد وتصرف;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات بتونس;جامعة قرطاج;تونس;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;114.61;86.04;95.57;119.38;95.7;92.62;94.44
291;12104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة+تواصل الثقافات والسياحة;العلوم التقنية;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات بتونس;جامعة قرطاج;تونس;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;119.17;120.52;126.45;96.54;119.79;112.32;124.97
292;12104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة+تواصل الثقافات والسياحة;علوم الإعلامية;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات بتونس;جامعة قرطاج;تونس;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;98.51;0;0;132.81;134.47;132.67;0
293;12104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة+تواصل الثقافات والسياحة;رياضة;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات بتونس;جامعة قرطاج;تونس;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;0;0;0;0;0;0;0
294;34104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة;آداب;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات المطبقة بالمكنين;جامعة المنستير;المنستير;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;84.59;84.36;91.36;85.19;87.33;112.92;92.8
295;34104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة;رياضيات;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات المطبقة بالمكنين;جامعة المنستير;المنستير;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;116.48;0;129.91;102.81;118.26;160.39;0
296;34104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة;علوم تجريبية;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات المطبقة بالمكنين;جامعة المنستير;المنستير;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;135.89;112.88;121.48;130.22;117.45;135.19;181.32
297;34104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة;اقتصاد وتصرف;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات المطبقة بالمكنين;جامعة المنستير;المنستير;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;90.11;98.28;95.23;104.33;97.4;90.98;98.68
298;34104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة;العلوم التقنية;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات المطبقة بالمكنين;جامعة المنستير;المنستير;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;104.43;134.3;104.28;0;107.8;121.12;0
299;34104;الإجازة في الإسبانية;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Espagnol;03 سنوات;اللغة والآدب والحضارة;علوم الإعلامية;نعم;لا;نعم: يجب أن تكون مادتك الاختيارية إسبانية;المعهد العالي للغات المطبقة بالمكنين;جامعة المنستير;المنستير;FG+ESP;الصيغة الإجمالية+الإسبانية;ماجستير بحث-ماجستير مهني;أستاذ إسبانية بالتعليم الثانوي أو بالتكوين المهني السياحي+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;0;91.23;136.03;0;0;107.89;0
